identifiant	nom	appellation	datation/0	commune	departement	insee	code_departement	localisation/lon	localisation/lat	appartient_a	materiau_du_gros_oeuvre	auteur	historique_du_batiment_ou_de_l_oeuvre	description_du_batiment	type_de_protection	chercheur/0	copyright	chercheur/1	chercheur/2	chercheur/3
IA53000573	Pont dit pont neuf puis vieux pont, actuellement pont Mac-Racken - Mayenne	pont	2e quart 19e siècle	Mayenne	Mayenne	53	53	-0.6151294466594079	48.3046420920559	"Les ponts de l'aire d'étude ""Rivière Mayenne"""			"En 1825, à l'occasion d'un projet de réparation et d'élargissement du vieux pont, une réflexion s'engage sur l'utilité de prévoir une nouvelle traverse pour la ville de Mayenne. Le 24 novembre 1826, le conseiller d’État chargé des Ponts et Chaussées et des Mines approuve un projet de nouveau pont, formé de trois travées en bois supportées par des piles et des culées en maçonnerie, puis le 6 décembre 1827, une ordonnance royale décide ""l'ouverture et la direction d'une nouvelle traverse dans la ville de Mayenne"", destinée au passage des routes royales 155 Paris-Saint-Malo et 162 Angers-Caen. La fondation des piles est autorisée le 16 avril 1829 et le 8 juillet 1829, l'entrepreneur de Mayenne Armand Lorriée est choisi lors de l'adjudication des travaux. Le 15 mars 1834, le conseiller d’État approuve pour leur achèvement la substitution d'arches droites en pierre aux travées biaises en charpente primitivement adoptées. Le pont est terminé lorsque, en 1838, éclate un conflit entre les Ponts et Chaussées et la ville au sujet du paiement du solde des travaux. Endommagé par les bombardements de 1944, il a été reconstruit à l'identique."	Pont formé de trois arches, construit en pierre de taille de granite. Il est sommé d'un parapet également en pierre. Ses becs sont semi-circulaires. L'élargissement du lit de la rivière à son emplacement, lors de la construction des quais, a nécessité le prolongement de la culée de la rive droite par un massif taluté.		Nicolas Foisneau	(c) Région Pays de la Loire - Inventaire général;(c) Conseil départemental de la Mayenne			
IA53000574	Pont de l'Impératrice, actuellement pont Notre-Dame - Mayenne	pont	3e quart 19e siècle	Mayenne	Mayenne	53	53	-0.6165539290082921	48.30357169563294	"Les ponts de l'aire d'étude ""Rivière Mayenne"""		Charles Dupuy	Un pont est attesté à Mayenne au XIe siècle. Reconstruit à la fin du Moyen Age (?), il présentait trois arches brisées. Il a été une nouvelle fois reconstruit au XIXe siècle, parallèlement à l'aménagement des quais. Un premier projet, en 1844, prévoyait simplement son allongement d'une arche. Le projet définitif, conjoint à celui des quais sur la rive gauche, a été dessiné par l'ingénieur ordinaire des Ponts et Chaussées Dupuy, approuvé par le ministre le 13 juin 1861, et réalisé par l'entrepreneur Pierre Colas entre 1862 et 1868. Il a établi le nouveau pont à 30 mètres en amont du précédent, et a entraîné le percement de sections de rues de raccordement à la grande rue (rive droite) et à la rue Saint-Martin (rive gauche). Une arche sèche, non prévue au départ, a été ajoutée, à la demande de la ville, sur le port, rive gauche : dessinée par l'ingénieur ordinaire Perreau qui l'a dotée d'un tablier métallique sur la recommandation du du conseil des Ponts et Chaussées, elle a été construite en 1868 et 1869 par l'entrepreneur Auguste Lemarchand, choisi lors de l'adjudication du 1er septembre 1868. Endommagé par les bombardements de 1944, le pont a été reconstruit à l'identique.	Le pont est formé de trois arches surbaissées. Il est construit en pierres taillées de granite et couronné de parapets également en pierre. Les becs sont semi-circulaires. L'arche sèche qui permet le passage de la partie amont à la partie aval du port est surmontée d'un tablier et de garde-corps métalliques.		Nicolas Foisneau	(c) Région Pays de la Loire - Inventaire général;(c) Conseil départemental de la Mayenne			
IA53000575	Viaduc de chemin de fer - Mayenne	viaduc	1er quart 20e siècle	Mayenne	Mayenne	53147	53	-0.619616979795873	48.29958027939906	"Les ponts de l'aire d'étude ""Rivière Mayenne"""		Moisant, Laurent, Savey et Cie	La construction d'un viaduc destiné au passage de la ligne de chemin de fer d'intérêt local Landivy-Mayenne fait l'objet d'un premier avant-projet de la part de l'ingénieur des Ponts et Chaussées Michaux le 15 juin 1893. Il combine huit arches maçonnées et trois travées métalliques de trente mètres. Avec le second avant-projet dressé par l'ingénieur ordinaire Leconte le 30 avril 1897, apparaît la figure de l'arche centrale métallique. Le projet de la société d'Haumont, présenté le 10 août 1898 s'en inspire directement : il prévoie une arche unique de 90 mètres encadrée de chaque côté par quatre travées soutenues par des piles métalliques. Il est rejeté par les ingénieurs des Ponts et chaussées en raison de son coût. Le suivant, du 13 juillet 1899, employant le système Hennebique de béton en ciment armé, rencontre l'hostilité du Conseil municipal, et celui du 21 octobre 1899, dressé par L. Verrier, ingénieur adjoint de la société concessionnaire Beldant Frères et Baert du Mans, proposant un pont à treize piles métalliques sans arche, est écarté à son tour par l'ingénieur Leconte. La société parisienne de construction métallique Moisant, Laurent, Savey et compagnie, est alors sollicitée : elle revient, le 20 avril 1900, à la solution de l'arche centrale métallique, mais d'ouverture plus réduite. Le projet est définitivement approuvé en 1901, après que les concessionnaires se sont engagés aux modifications exigées par les Ponts et Chaussées. Le pont est assurément achevé en 1903 (une carte postale le représentant porte une oblitération du 27 avril 1903). Il a été détruit par les bombardements de 1944. Un viaduc automobile en béton, commencé en 1968, et achevé en 1969 ou 1970 (datation par témoignage oral), l'a remplacé.	Le viaduc était constitué d'une arche centrale de 54 mètres d'ouverture et de 17 mètres de flèche. Il était raccordé aux rives de chaque côté par cinq travées droites de 15 mètres de portée (sauf les travées extrèmes légèrement plus courtes) soutenues par cinq piles métalliques. Seules les fondations des piles et les culées étaient en maçonnerie.		Nicolas Foisneau	(c) Région Pays de la Loire - Inventaire général;(c) Conseil départemental de la Mayenne			
IA53000576	Pont - Saint-Baudelle	pont	2e quart 19e siècle	Saint-Baudelle	Mayenne	53200	53	-0.6291965367715648	48.28174993394245	"Les ponts de l'aire d'étude ""Rivière Mayenne"""			Le pont se trouve à proximité d'un ancien gué emprunté à l'époque gallo-romaine. D'après Angot, il a été édifié en 1870-1871. Une annotation portée sur une photographie le montrant en construction confirme qu'il était en construction en 1871. Endommagé en 1944, il a été reconstruit à l'identique, à l'exception du tablier.	Pont à trois arches en maçonnerie de moellons de granite. Les arcs, les chaînes d'angle des ressauts latéraux et les becs semi-circulaires sont en granite taillé. Le tablier est en béton. L'arche située à l'extrémité est enjambe à la fois une portion de la rivière et le chemin de halage.		Nicolas Foisneau	(c) Région Pays de la Loire - Inventaire général;(c) Conseil départemental de la Mayenne			
IA53000577	Pont - Montgiroux, Alexain	pont	2e quart 19e siècle	Alexain	Mayenne	53002	53	-0.7043523594535548	48.212246442385315	"Les ponts de l'aire d'étude ""Rivière Mayenne"""		Charles Collignon;A. Simonet;Joseph Collet-Domaine	Site de passage ancien (des monnaies romaines ont été trouvées dans le lit de la rivière lors de la construction du pont). Un pont a existé à Montgiroux au moins au XVe siècle. Supprimé ensuite et remplacé par un bac, il n'apparaît pas sur les cartes de Jaillot et de Cassini. L'aménagement de la route stratégique n° 35 d'Ernée à Montsûrs amène à envisager la réalisation d'un nouveau pont. L'ingénieur ordinaire Collignon présente le 30 avril 1830 deux projets : l'un de pont en bois, l'autre de pont en pierre. Le premier est choisi et l'entrepreneur lavallois Joseph Collet Domaine est chargé de la construction, par adjudication du 17 juillet 1830, moyennant la concession du péage pendant 70 ans. Il obtient, suite à sa requête du 20 décembre 1831, de finalement remplacer les travées en charpente par des arches en maçonnerie et la concession est portée à 85 ans le 10 mars 1833. Le pont, achevé en 1834 (?), diffère légèrement du second projet de Collignon. Miné en 1870, il échappe à la destruction. Cependant sa faible hauteur gêne la circulation des bateaux qui emprunte la voie d'eau nouvellement canalisée entre Laval et Mayenne. Après le rachat du péage en 1878, un projet d'exhaussement et d'élargissement dressé par l'ingénieur ordinaire des Ponts et Chaussée Simonet est approuvé en décembre 1882. Les travaux sont attribués le 10 mars 1883 à Victor Dumont et achevés en 1885. L'arche la plus proche du chemin de halage est remplacée par une travée métallique, les deux autres sont élargies par l'adjonction de chaque côté d'un encorbellement en pierre (et non d'une poutre métallique, comme l'envisageait le projet rejeté en août 1882) ; les becs conservés sont surélevés. Le pont est en grande partie détruit en 1944, puis reconstruit. La travée métallique disparaît, remplacée par une travée en pierre. Côté sud (en aval), la reconstruction se fait à l'identique et la troisième arche est copiée sur les deux autres. Le parapet en pierre fait place à un garde-corps métallique. Côté nord en revanche, la superposition, dans chaque travée, de deux arcs (résultant de l'encorbellement) est supprimée, au profit d'un arc unique.	Pont à trois arches surbaissées en maçonnerie de moellons de granite. Les arcs, redoublés côté sud par un encorbellement, et les becs, semi-circulaires, sont en granite taillé.		Nicolas Foisneau	(c) Région Pays de la Loire - Inventaire général;(c) Conseil départemental de la Mayenne			
IA53000578	Pont de Rochefort ou de Montflours - Rochefort, Andouillé	pont	3e quart 19e siècle	Andouillé	Mayenne	53005	53	-0.7451648118047437	48.17694679745272	"Les ponts de l'aire d'étude ""Rivière Mayenne"""		Chemin;Julien Beldant;Pierre Colas;Pierre Caumont	"Le conseil municipal de Montflours propose dès 1856, alors que la réalisation des écluses de la Fourmondière inférieure et de la Fourmondière supérieure est en cours, la construction d'une route reliant Andouillé à la route impériale n°12 (D 101) par Montflours et d'un pont sur la Mayenne à Rochefort. Un bac y est établi en 1858. Le pont est construit à partir de 1875, sur les plans de l'ingénieur des Ponts et Chaussées Chemin. Il est financé par le Conseil général. Les travaux sont adjugés le 30 octobre 1875 à l'entrepreneur manceau Julien Beldant. Celui-ci réclame à au moins deux reprises la résiliation de son contrat, justifiant sa requête, d'après le rapport de l'agent voyer cantonal du 24 septembre 1876, par ""une augmentation des journées d'ouvriers et des prix d'achat de matériaux"". Suite à l'effondrement partiel des parties construites, le 28 août 1877, à cause de la rupture du cintre de la troisième arche, et à la mort d'un ouvrier, un arrêté préfectoral  est pris le 15 septembre suivant pour procéder à la réadjudication des travaux. Pierre Colas (déjà chargé de la section du chemin vicinal ordinaire d'Andouillé à Montsûrs entre le bourg d'Andouillé et le pont) et Pierre Caumont, entrepreneurs à Andouillé, sont choisis le 27 septembre. La réception définitive a lieu le 4 juin 1880. Dans la première moitié du XXe siècle, le pont sert aussi au passage de la ligne de tramway départemental reliant Laval à Landivy. L'une des arches est détruite par les troupes allemandes le 6 août 1944 et reconstruite l'année suivante.Le granite mis en œuvre pendant les travaux de construction provient de tranchées réalisées aux abords du pont, dans les communes de Montflours et d'Andouillé et des carrières marchandes exploitées le long de la Mayenne, dites carrières de Sacé et de Montflours. Le propriétaire de la parcelle du Taillis de la Guicherie (A 350) est notamment sollicité par Beldant afin d'y extraire des matériaux."	Pont à six arches, dont deux sèches sur les côtés, construit en maçonnerie de moellons de granite à tête dressée. Les arcs, les becs, semi-circulaires, et l'encadrement des quatre ouïes percées dans les écoinçons sont en granite taillé. Le tablier est protégé par un garde-corps métallique.		Nicolas Foisneau	(c) Région Pays de la Loire - Inventaire général;(c) Conseil départemental de la Mayenne	Arnaud Bureau		
IA53000579	Pont - Saint-Jean-sur-Mayenne	pont	3e quart 19e siècle	Saint-Jean-sur-Mayenne	Mayenne	53229	53	-0.7498015302497159	48.130072763115756	"Les ponts de l'aire d'étude ""Rivière Mayenne"""		Du Jardin	Le pont de Saint-Jean est attesté en 1453. Au XVIIIe siècle, il se composait d'un tablier en bois posé sur des piles en maçonnerie. Au milieu se trouvait un édicule consacré à la Vierge (Angot). Il a été plusieurs fois réparé, notamment en 1786. Il est remplacé en 1842 par un pont en pierre de 4,30 mètres large et de cinq arches (Angot). Il est de nouveau reconstruit 20 ans plus tard sur les plans de l'ingénieur ordinaire des Ponts et chaussées Du Jardin, présentés le 21 décembre 1861, puis modifiés en 1862 à la demande du conseil général des Ponts et Chaussées. Les travaux sont menés par l'entrepreneur rennais Hippolythe Aubry, choisi par adjudication le 31 octobre 1863. La réception définitive a lieu en décembre 1866. Endommagé en 1944, il a été reconstruit à l'identique.	Pont à cinq arches construit en petit appareil de granite. Les arcs, les culées et les becs, semi-circulaires, sont en grand appareil. Le parapet est également en pierre. L'arche située à l'extrémité est enjambe à la fois une partie de la rivière et le chemin de halage.		Nicolas Foisneau	(c) Région Pays de la Loire - Inventaire général;(c) Conseil départemental de la Mayenne			
IA53000580	Pont - Changé	pont	3e quart 19e siècle	Changé	Mayenne	53054	53	-0.7873027800382617	48.0992866599942	"Les ponts de l'aire d'étude ""Rivière Mayenne"""		Lahougue Boigues, Rambourg et Cie	Pont reliant le bourg de Changé à la rive droite, établi sur le chemin vicinal ordinaire de Changé à Louverné. Un avant-projet est proposé par l'ingénieur ordinaire des Ponts et Chaussées Lahougue en mai 1868. Le projet définitif est daté du 6 mars 1869. La réalisation est séparée en deux parties : la construction des parties maçonnées est confiée par adjudication le 3 juillet 1869 à l'entrepreneur Colas. L'exécution de l'ossature métallique revient le 8 septembre 1869 à la société Boigues, Rambourg et Cie de Fourchambault dans la Nièvre. Les travaux avancent rapidement mais sont interrompus début 1871 lorsque le génie militaire fait sauter l'arche de la rive droite et sa culée afin de retarder l'avancée des Prussiens. Ils sont complètement achevés en mai 1872. Leur réception définitive a lieu le 5 mars 1873. Le pont était constitué de trois arches métalliques surbaissées de 20 mètres d'ouverture reposant sur deux piles et deux culées en maçonnerie. Dynamité en 1944, il a été reconstruit selon un nouveau parti. Seules les anciennes piles et culées ont été conservées.	Pont à quatre travées. Les piles, construites comme les culées en granite taillé, ont été surélevées et chacune à été prolongée au sud par une seconde pile en béton, afin de recevoir un tablier en béton. La travée située à l'est enjambe à la fois une portion de la rivière et le chemin de halage. Celle située à l'ouest est sèche.		Nicolas Foisneau	(c) Région Pays de la Loire - Inventaire général;(c) Conseil départemental de la Mayenne			
IA53000582	Pont - Port-Rhingeard, L'Huisserie	pont	3e quart 19e siècle	L'Huisserie	Mayenne	53119	53	-0.7408932371956594	47.99667150163499	"Les ponts de l'aire d'étude ""Rivière Mayenne"""		Lahougue	Le pont se trouve à l'emplacement d'un ancien gué, emprunté à l'époque romaine par la voie Le Mans-Rennes. Il a été construit sur le chemin vicinal reliant Entrammes à Nuillé-sur-Vicoin, selon le projet présenté par l'ingénieur ordinaire des Ponts et Chaussées Lahougue le 6 mars 1869. L'exécution des travaux a été réalisée en deux parties. Celle des fondations et des piles et des culées jusqu'à un mètre au-dessus de l'étiage est due aux entrepreneurs Robineau et Léger choisis par adjudication le 29 mai 1869. Elle est terminée avant décembre 1869. Celle du reste du pont est adjugée à René Limonier et Louis Moncelet, d'Angers, le 12 février 1870. Deux arches en construction sont endommagées en 1871 par le génie militaire pour retarder l'avancée des Prussiens. Le pont est ouvert à la circulation vers juin 1872, mais son garde-corps n'est posé qu'en 1874. Les moellons utilisés proviennent d'une carrière ouverte sur le coteau sur un terrain appartenant aux trappistes. Dynamité en 1944, le pont a été reconstruit à l'identique, à l'exception du tablier.	Pont à cinq arches, situé juste au sud de l'écluse de Port Rhingeard et de l'abbaye du Port-du-Salut. Il est construit en moellons de grès. Les arcs, les becs semi-circulaires et les chaînes des culées sont en granite taillé. Le tablier est en béton et le garde-corps en métal. L'arche située à l'extrémité ouest, côté rive droite, enjambe une portion de la rivière et le chemin de halage.		Nicolas Foisneau	(c) Région Pays de la Loire - Inventaire général;(c) Conseil départemental de la Mayenne			
IA53000583	Pont de la Valette	pont	2e quart 19e siècle	Houssay	Mayenne	53117	53	-0.7241075890532277	47.912863910871074	"Les ponts de l'aire d'étude ""Rivière Mayenne"""		Charles Collignon	Le pont est construit lors de l'aménagement de la route stratégique n° 6 reliant Cossé-le-Vivien à Bais. Il est dessiné par Charles Collignon, ingénieur des routes stratégiques de la Mayenne, d'Ille-et-Vilaine et de la Sarthe. Il est concédé en 1837 au négociant lavallois Louis Martin et au négociant angevin Camille Desvaramet. Les travaux débutent en 1838. Ils sont achevés lors de leur réception provisoire en février 1841. L'arche médiane, détruite en 1871 par les Français pour gêner la progression de l'armée prussienne, est reconstruite à l'identique aussitôt après : la circulation est rétablie dès le 2 février 1872. Le péage est supprimé le 1er janvier 1879, suite au rachat de la concession par l'État. L'ancien bureau de péage, situé à l'entrée du pont, côté Villiers-Charlemagne, est loué à partir de 1884 au prince de la Tour d'Auvergne, le propriétaire du château de la Valette, puis détruit en 1903. En 1944, le pont de la Valette est le seul établi sur la Mayenne que les Allemands oublient de dynamiter.	Pont à cinq arches, construit en moellons de grès. Les arcs, les becs semi-circulaires, les chaînes d'angle des culées sont en granite taillé. Les culées sont chacune percé d'une ouverture destinée au passage des chemins de rive (dont le chemin de halage, rive droite). Le tablier est encadré par un parapet maçonné.		Nicolas Foisneau	(c) Région Pays de la Loire - Inventaire général;(c) Conseil départemental de la Mayenne			
IA53000585	Pont dit vieux pont - Château-Gontier	pont	1er quart 19e siècle	Château-Gontier	Mayenne	53062	53	-0.7021469679621762	47.82859869295074	"Les ponts de l'aire d'étude ""Rivière Mayenne"""		Pinsonnière;J. Legras	Le pont de Château-Gontier est mentionné dans une charte de 1080. Constitué de piles maçonnées et d'un tablier en bois, il était situé dans l'axe de la grande rue. Plusieurs fois emporté par les crues, notamment en 1436-37, en 1651 et pendant l'hiver 1676-1677, il fut à chaque fois reconstruit. Le dessin réalisé par Poictevin à la fin du XVIIe siècle montre un pont en pierre, à dos d'âne, formé de cinq arches légèrement outrepassées et donnant accès, côté ville, à une porte fortifiée encadrée par deux tours. De nouvelles réfections furent effectuées en 1763 et de 1788 à 1790. L'élévation dressée en 1841 par le conducteur des Ponts et Chaussées Béquet présente une construction aux dispositions proches de celles du XVIIe siècle, mais dont les becs ont été raccourcis et dont le tablier est bordé d'un garde-corps apparemment en bois. Le projet de reconstruction du pont quelques mètres en amont de l'ancien est lié à celui d'un nouvel axe de traversée de la ville sur la rive gauche (actuelle rue Thiers). Établi par l'ingénieur ordinaire Pinsonnière, il est approuvé par le directeur général des Ponts et Chaussées en août 1835. Les travaux sont menés par l'entrepreneur lavallois Renous. Ils débutent en juillet 1836 et sont pratiquement achevés en 1840. L'ancien pont est démoli en 1841. Le nouveau est dynamité en janvier 1871. Il est rétabli selon un parti proche, défini par l'ingénieur ordinaire J. Legras dès avril 1871: les piles et les arches sont surélevées de quelques mètres. La construction est menée par les entrepreneurs blésois François Demange et François Massoteau, choisis lors de l'adjudication du 14 juin 1871. Le pont est rouvert à la circulation le 16 novembre 1872. Il est de nouveau détruit par les bombardements de 1944, puis reconstruit pratiquement à l'identique (à l'exception du tablier et du garde-corps).	Pont à trois arches surbaissées, construit en grand appareil de granite bleu de Sacé (sauf les premières assises des piles, en grès de Chemiré). Le tablier a été reconstruit en béton après la seconde guerre mondiale. Côté rive droite, il forme un débord destiné à faciliter l'accès des voitures venant du quai. Un garde-corps métallique remplace l'ancien parapet maçonné.		Nicolas Foisneau	(c) Région Pays de la Loire - Inventaire général;(c) Conseil départemental de la Mayenne			
IA53000586	Pont de chemin de fer - Saint- Fort	pont	4e quart 19e siècle	Saint-Fort	Mayenne	53215	53	-0.6940654518637549	47.81707000272736	"Les ponts de l'aire d'étude ""Rivière Mayenne"""			Pont construit vers 1877 pour assurer le passage de la ligne de chemin de fer reliant Sablé à Segré et desservant Château-Gontier. Dynamité en 1944 par les Allemands, il a été reconstruit à l'identique, à l'exception du tablier et du parapet en pierre, remplacé par un garde-corps métalique.	Pont à trois arches surbaissées, construit en moellons de granite (?) à tête dressée. Les arcs et les becs, semi-circulaires, sont en granite taillé. Le tablier est en béton et le garde-corps est métallique.		Nicolas Foisneau	(c) Région Pays de la Loire - Inventaire général;(c) Conseil départemental de la Mayenne			
IA53000587	Pont - Daon	pont	3e quart 19e siècle	Daon	Mayenne	53089	53	-0.6417098917043572	47.748770403167086	"Les ponts de l'aire d'étude ""Rivière Mayenne"""			Pont construit entre 1870 et 1874 en remplacement d'un bac (Angot). Il prend place sur l'ancien chemin vicinal (actuelle départementale 213) reliant le bourg de Daon à la route nationale Château-Gontier / Angers. Il a été détruit en 1944 par les Allemands. Un pont en béton l'a remplacé (en 1961?).	Pont à cinq arches surbaissées, construit en moellons. Les arcs et les becs, semi-circulaires, étaient en pierre de taille. L'arche située à l'extrémité ouest enjambait à la fois une partie de la rivière et le chemin de halage.		Nicolas Foisneau	(c) Région Pays de la Loire - Inventaire général;(c) Conseil départemental de la Mayenne			
IA53000591	"Les ponts de l'aire d'étude ""Rivière Mayenne"""	pont	15e siècle		Mayenne		53	-0.46342860561653937	48.13258739527021	"Présentation de l'aire d'étude ""Rivière Mayenne"""			21 ponts franchissent la rivière dans sa partie canalisée, entre Mayenne et Daon (5 des 6 ponts lavallois ont été étudiés dans le cadre de l'inventaire topographique du centre de la ville). Les trois premiers, situés à Mayenne, Laval et Château-Gontier, ont été installés au Moyen Age, sans doute aux IXe et Xe siècles. Ils étaient protégés par des forteresses auprès desquelles les trois principales villes du département ont pu se développer. Seul le vieux pont de Laval, rebâti vers le XVe siècle, est encore médiéval. Les deux autres ont été reconstruits au XIXe siècle, comme celui de Saint-Jean-sur-Mayenne, qui a remplacé un ouvrage attesté en 1453. 13 autres nouveaux franchissement sont réalisés au XIXe siècle. Ceux de la première moitié du siècle sont liés à la constitution d'un réseau de routes, royales (pont neuf de Laval, actuel pont Aristide Briand ; second pont de Mayenne, actuel pont Mac Racken) et stratégiques (Montgiroux ; la Valette). 5 datent de la fin du second Empire et des premières années de la Troisième République (Saint-Baudelle, Changé, Port-Rhingeard, Daon, Rochefort) auxquels s'ajoute le pont d'Avénières qui remplace alors la passerelle métallique édifiée en 1839. Les 3 viaducs de chemin de fer (Laval, Mayenne, Saint-Fort) sont réalisés entre 1854 et 1903. La construction de ponts reprend dans la deuxième moitié du XXe siècle. Du fait de la guerre d'abord : tous les ouvrages sont endommagés à l'exception de celui de la Valette. La plupart sont reconstruits à l'identique. Seuls Avénières, Changé, Daon, le viaduc de Mayenne adoptent un parti nouveau, en béton. Puis à partir des années 1960, en raison du développement du trafic routier dans les villes et à leurs abords. Ainsi voient le jour le pont de l'Europe (en 1967) et le pont de Pritz à Laval (en 1995) et le nouveau pont de Château-Gontier (dans les années 1980). Le pont autoroutier est établi à la fin des années 1970, lors de la construction de l'A 81 (ces deux derniers n'ont pas été étudiés). Au total, si l'on se réfère à leur architecture actuelle, 1 pont date du Moyen Age, 12 du XIXe siècle et 8 de la deuxième moitié du XXe siècle.	Sur la partie canalisée de la rivière Mayenne, les ponts du XIXe siècle, ont presque tous été réalisés en maçonnerie de pierre. Ceux situés en ville (5) sont entièrement en pierre de taille. Les autres (7) sont en moellon ; seuls leurs arches, leurs becs et leur parapet sont en pierres taillées. La première passerelle d'Avénières (remplacée dès 1873), le pont de Changé et le viaduc de Mayenne (détruits en 1944) se singularisaient par leur architecture métallique. Les ponts de la deuxième moitié du XXe siècle sont tous en béton, sauf celui de Pritz.		Nicolas Foisneau	(c) Région Pays de la Loire - Inventaire général;(c) Conseil départemental de la Mayenne			
IA53000611	Pont de chemin de fer - Brives, Mayenne	pont	3e quart 19e siècle	Mayenne	Mayenne	53147	53	-0.605141983831732	48.316876970158916	"Les ponts de l'aire d'étude ""Rivière Mayenne"""	bossage		Le pont a été construit pour la ligne de chemin de fer reliant Mayenne à Flers mise en service en 1874 et désaffectée dans les années 1960.	Le pont est doté de cinq arches en plein-cintre, dont deux sèches sur les côtés. Il est construit en granite gris. La base des piles et les écoinçons sont en gros moellons à face redressée. Le parapet, l'intrados des arches et les chaînes des becs sont en pierre de taille. Les arcs sont soulignés par un parement en bossage.		Nicolas Foisneau	(c) Région Pays de la Loire - Inventaire général;(c) Conseil départemental de la Mayenne			
IA53000612	Pont  - Saint-Fraimbault-de-Prières	pont	2e moitié 19e siècle	Saint-Fraimbault-de-Prières	Mayenne	53216	53	-0.583942188163583	48.350353040390964	"Les ponts de l'aire d'étude ""Rivière Mayenne"""			Le pont a été construit dans la 2e moitié du XIXe siècle. Il a été reconstruit après la Seconde Guerre mondiale.	Le pont du XIXe siècle était moellons à tête redressée en granite. Il comportait trois arches cintrées soulignées, de même que les deux becs semi-circulaires, par un parement en pierre de taille. L'actuel pont est doté d'un tablier en béton. Les deux massifs latéraux, réemployant sans doute une partie des anciens et les deux piles sont en granite, en moellon à chaînes d'angle en pierre de taille pour les premiers, en appareil à bossage pour les secondes.		Nicolas Foisneau	(c) Région Pays de la Loire - Inventaire général;(c) Conseil départemental de la Mayenne			
IA53000613	Pont - le Pont-Landry, Ambrières-les-vallées	pont	2e moitié 19e siècle	Ambrières-les-Vallées	Mayenne	53003	53	-0.6077514095744936	48.40425279513945	"Les ponts de l'aire d'étude ""Rivière Mayenne"""			Le pont Landry figure sur le plan cadastral de 1836. Il a été reconstruit dans la 2e moitié du XIXe siècle.	Le pont est entièrement construit en pierre de taille de granite. Il est doté de trois arches et de becs semi-circulaire. Il prend place juste en aval de la confluence avec le ruisseau de la Vienne qu'enjambe un pont à une seule arche réalisé aussi en pierre de taille de granite.		Nicolas Foisneau	(c) Région Pays de la Loire - Inventaire général;(c) Conseil départemental de la Mayenne			
IA53000614	Pont - Torcé, Ambrières-les-Vallées (Cigné)	pont	milieu 19e siècle	Ambrières-les-Vallées	Mayenne	53003	53	-0.5861049884681707	48.44538487527516	"Les ponts de l'aire d'étude ""Rivière Mayenne"""			"Le pont a été construit après la réalisation du plan cadastral en 1837 et avant les travaux d'entretien de la portion de chemin vicinal ""comprise entre le pont de Torcé, la limite d'Ambrières et la route impériale d'Angers à Caen"" en 1858."	Le pont, formé de trois arches cintrées, est construit en moyen appareil de granite beige. Les arcs, les becs semi-circulaires et l'assise supérieure du parapet sont en grand appareil de granite gris.		Nicolas Foisneau	(c) Région Pays de la Loire - Inventaire général;(c) Conseil départemental de la Mayenne			
IA53000615	Pont - le Gué-de-Loré, Lassay-les-Châteaux (Melleray-la-Vallée)	pont	2e moitié 19e siècle	Lassay-les-Châteaux	Mayenne	53127	53	-0.5779955581122591	48.47063377341837	"Les ponts de l'aire d'étude ""Rivière Mayenne"""			Le pont a été vraisemblablement construit durant la 2e moitié du XIXe siècle. Son garde-corps métallique a été refait durant la 2e moitié du XXe siècle.	Le pont est établi à cheval sur un ilôt. Il comprend trois arches à voûte segmentaire, deux au nord du côté de Loré et une au sud du côté de Melleray. Il est construit en moellons de granite. Les becs semi-circulaires et les arcs sont en pierre de taille.		Nicolas Foisneau	(c) Région Pays de la Loire - Inventaire général;(c) Conseil départemental de la Mayenne			
IA53000624	Pont Crossardière, actuellement pont de l'Europe - Laval	pont	3e quart 20e siècle	Laval	Mayenne	53130	53	-0.7708521339763691	48.07331701302341	"Les ponts de l'aire d'étude ""Rivière Mayenne"""			Un quatrième pont s'avérant nécessaire du fait de l'augmentation de la circulation en ville, le pont de l'Europe, d'abord appelé pont Crossardière, est construit entre 1967 et avril 1968. A son emplacement, une passerelle construite par l'armée américaine a provisoirement remplacé le Pont-Neuf détruit au moment du débarquement.	Pont mesurant 65 m de long pour 15 m de large (la chaussée a une largeur de 9 m et les trottoirs de 3 m). Deux poutres rectangulaires de 2,80 m de large et 0,90 m de haut forment son tablier. Elles supportent une dalle centrale et deux dalles en encorbellement traversées longitudinalement par quinze câbles en acier à haute résistance. Chaque câble a été tendu avec une force de 150 t. Les poutres sont également traversées de manière transversale par 76 câbles tendus avec une force de 80 t. Les piles et les culées édifiées sur le roc à 4 m de profondeur ont demandé 700 m3 de béton, 37 t d'acier pour les armatures et 24 t de câbles.		Dominique Eraud	(c) Région Pays de la Loire - Inventaire général;(c) Ville de Laval	Carole Just	Sylvie Garnavault	
